# morfessor1.0.perl, Mon Jun  6 23:43:37 2011
# Working dir: # -data 'bijankhan.txt'
# -finish 0.005
# -rand 0
# -savememory: OFF
# -gammalendistr: OFF
# -zipffreqdistr: OFF
# -load: OFF
# -trace 0
# Vocabulary:
1 ه + سینه + و
3 نویبرت
4 گور + نی
1 هیدرو + لیز + ه
1 الکترو + لیز + ه
1 یون + ی
1 سی + . + دبلیو
2 یک + ریالی
4 دو + ریالی
1 مسکو + کات
2 قراا
1 گل + و + بند
3 ب + این + ترتیب
2 م + وقوف
3 غیر + تجاری
1 نقشه + هاای
2 ساندی + اکسپرس
1 نگران + ست
1 کان + تون + های
2 کان + تون
1 کان + تون + ها
1 دندان + ساز
1 مارس + لین
1 می + ویل
1 سون + ک
1 نا + آشناست
1 غیرقابل + چشمپوشی
4 آسیا + ای
1 کاسی + م
1 او + ان + گو
8 کنیا + ای
1 پر + سابقه + ترین
2 دیرین + های
1 پروتکل + های
1 مولتی + لا + تر + ال
1 گا + رانت + ی
1 ایران + خودرو
1 می + گا
1 سرمایه + گزاری + های
1 CT + C
11 بالا + ای
6 قیر
1 تولیدکننده + ٌ
5 ان + به
1 زبده + ای
1 2 + 300 + 000
1 270 + 4
1 23 + 44
2 09 + 6
1 14 + 70
2 7 + 18
3 کار + کن
2 لو + اش
1 1 + 189
2 بر + بر + ی
1 با + گ + ت
1 تافت + و + نی
1 3 + 86
1 سنگ + کی
1 خشک + ه + پز + ی
2 مگاوات + ساعت
1 370 + 94
6 4 + 27
1 یک + خانوار + ی
3 خانوار + ی
1 24 + 89 + 3
1 52 + 88
4 5 + 19
5 تصفیه + شده
1 4 + 16
1 قیر + ی
1 ضد + آب
1 سال + ام + ب + و
1 6 + 24 + 72
1 37 + 79 + 3
1 79 + 5 + 15
1 86 + 20 + 9
2 آزاد + راه + ها
1 21 + 577
1 7 + 12
1 24 + 662
1 45 + 67
1 5 + 995
1 205 + 166
16 شمارهگذاری
1 9 + 45 + 1000
1 130 + 3 + 80 + 000
1 88 + 55 + 4000
1 11 + 54 + 9 + 000
1 98 + 2
7 مرسوله
1 66 + 46
1 68 + 83
1 142 + 52
1 80 + 80
3 93 + 2
1 567 + 6000
4 74 + 2
2 63 + 4
2 8 + 57
1 87 + 52
1 73 + 82
1 180 + 7
1 33 + 32
1 مال + او + ی
1 اوگاندا + ست
103 488
1 66 + 15
1 48 + 67
1 79 + 15
1 4 + 48
1 کیلووات + ساعت
3 2 + 95
1 ولاد + ی + و + ست + ک
3 پیش + زمینه
1 جدایی + های
1 ب + وجود + آمده
1 غیرقابل + امتناع + ی
1 کوزوو + ی + ی + ها
1 حمایت + شان
1 همکاری + شان
1 ژان + دارم + ی
1 نو + استعماری
8 تازهاستقلالیافته
1 فروش + های
2 هزاره + ی
2 رویه + ی
2 غیرقابل + انعطاف
2 جنبه + ی
2 ژوییه + ی
1 میلیارد + فرانک + ی
1 غ + ای + له
3 میترا + ن
1 فایق + هی
1 ترمز + ی
1 لول + و + ش
1 مإسسه + ی
1 غنای + م
1 نفتخیز + ی
1 سالیانه + ی
1 گار + و + دی
1 سرمایه + ی
1 هم + آورد + ان
1 ستیزه + ها
1 مداخله + ی
1 اتباع + شان
1 حمله + ی
1 اندازه + ی + ی
1 هزینه + ی
1 گر + ن + با + ی
1 مسلح + شان
1 ژ + و + کس
1 کور + ند
1 لژ + یون + دو + نور
1 مثابه + ی
1 منفعل + انه + تری
1 علاقه + ی
3 گسترده + ی
1 مستعمرات + ی
4 تهیه + ی
1 بازارهای + ی
2 نیمه + ی
1 گذشته + ی
1 فرو + پاشا + ند
1 ازدسترفته + ی
1 پذیرفته + شده + ی + ی
1 پیمان + کاری + های
1 کودتا + های
3 شیخ + نشین + های
1 بی + س + مارک
3 ویل + هلم
1 حاشیه + ی + ی
1 خواجه + پور
1 خاموش + ی + های
2 نوبت + ی
2 چغا + رک
1 باز + می + گردانیم
9 خورموج
1 پدید + آمده
4 کهریزک
1 متخلفان + ی
24 نکا
2 احداث + ی
1 اریم
1 گل + و + رد
1 آ + ج + ند
1 اسماعیل + محله
1 نجار + یان
1 رسا + ترین
11 هیات + علمی
3 ترتیل
2 هر + و + ه
1 جود + کی
1 جان + جانی
1 عزیز + ه
1 حریص + ن + ژ + ادیان
1 زکی + نژاد
1 امیر + یان
1 سیاسی + نژاد
1 ق + را + ی + ی
1 عابد + ی + زاده
2 سواد + آموز + ان
1 یادواره + ٌ
1 3 + 95
1 کاشته + شده
4 اسماعیل + ی
1 فوتبالیست + ی
1 است + و + پ
1 پاس + کاری
2 کال + چو
1 مشهود + تر
1 بول + و + نا
1 ل + چه
1 رج + ی + نا
1 پی + ا + چین + زا
1 لو + نا
2 رمضانی + ان + پور
1 صدم + ها
1 اجلاس + هایی
1 صاحب + کلاس
1 گهر + خانی
1 آذر + پی
1 ژیمناست + های
1 نی + و + کمپ
1 سی + پی
1 چند + معلولیت + ی
1 برق + چی
1 او + سمی
1 امر + آبادی
1 هم + ر + زمان
3 79 + 5
1 مز + مل
1 پور + ش + اسب
1 کن + ستاد
2 کبریت + سازی
1 اوری + سای
1 گن + جام
1 ه + ن + تاویل
4 متبرک + ه
3 نایرره
1 ب + و + تی + و + ما
2 م + عید + فر
1 امین + آباد
1 34 + 92 + 7
2 پارک + ی
1 2 + 28
1 نایب + علی
1 ل + علی
1 بر + ات + الله
7 ماهی + دشت
7 بنعلی
1 ت + لیلی
1 چهار + حزبی
1 او + الی
1 مور + ه
1 سیاست + مان
1 صلح + آمیز + تر
1 ت + عا + طی
1 هر + مید + اس
1 گمارد + ن
2 طاهرالقادری
1 بخش + کانی + م
1 را + جوری
1 واج + پا + ای
2 ب + استیل
2 کولون + ا
1 رو + نگ + جی
1 سام + رس
1 لی + بر + تی
1 نیز + ار + های
1 ید + ی + و + ت + اهارونوت
1 شل + و + م + و + بن
1 اهارونوت
6 دلاروآ
1 پر + و + نیست
2 پر + و + نیست + ها
1 شمرده + شده
1 ادوارد + و
1 دو + ه + ال + ده
1 پیروزی + ش
1 زخمی + های
1 آر + گون
1 فری
1 اف.بی. + آی
1 قرق + ی + ز
2 بی + کر
1 روا + بده
1 ذ + نی + با + ت
5 بر + زان
1 نا + تن + ی
1 عبدال + حمود
1 ارتباط + هایی
1 آوا + کس
1 شل + بچه
1 الس + ما + و + ه
2 ال + را + ی
1 رف + اایل
1 بی + داوید
1 خود + خوانده
1 طالبان + ی
5 2 + 24
1 لای + ت + غیر + ی
2 زمین + داران
1 سود + برندگان
1 نضج + گیری
1 دانشگاه + دیده + ها
1 عوام + ی + لیگ
1 تاوری + پرداز
1 خصیصه + ٌ
1 غیر + بحرانی
5 به + ا + در
1 ش + اس + تری
1 سی + ملا
1 لغ + اری
1 دست + آورد + ها
1 عالیرتبه + ترین
1 موذی + ان + های
5 تقطیع
1 ال + شرق
1 ال + قدیمی
1 ضیافت + ها
1 تخصصی + ترین
1 کالاها + ای
1 برج + سازی + هاای
1 برج + سازی
1 تاسیسات + ی
1 سوداگران + ه
1 رها + شده
1 65 + 96
1 44 + 47
1 کم + ارز + بر + ی
4 الحسن + ی
1 کلی + نی
1 رواق + ها
1 علم + ال + حدیث
1 مصطلح + ال + حدیث
1 رجال + ال + حدیث
1 محمد + کریم
1 گز + و
1 حیثیت + ی
1 کم + فشار + ی
3 عرض + های
2 کمارتفاع + ی
6 نیمه + ابری
1 لغ + زنده
1 قرمز + لیق
1 باغچه + جو + ق
1 محمدی + پور
1 پی + م + بر + پور
1 جاوید + ی
1 محروق + ی
1 قاسم + آبادی
1 ص + ی + اف + زاده
2 موسی + ال + کاظم
1 هیات + ام + نا + ا
1 درایت + ی
1 نذور
1 پی + ز + ک
2 6 + 14
1 8 + 97
1 50 + 87
3 180 + 1
1 440 + 5
1 15 + 29
2 23 + 73
1 25 + 86
1 کالاها + ست
2 دام + ات + و
1 بر + ه + د
1 منعقد + شده
1 توم + سون
1 پییر + ه
7 غیرکانونی
2 تخممرغ + ی
1 زنگوله + پا
3 شاهزاده + ای
1 صلوات + یان
1 قد + ی + انی
1 را + ب + ع + ه
1 پور + و + ها + ب
1 رنگینکمان + ی
1 طا + ه + باز
2 می + کن
1 راس + موس
1 شیر + و
3 تصویب + نامه
12 کالابرگ + های
1 شهر + و + روستا
4 کالابرگ + ها
1 مستمر + ی + های
3 مستمریبگیران + ی
1 موظف + اند
1 سر + برگ
1 ال + مثنی
3 شعب + یه
1 آذر + آب
1 نیمه + سنگین
1 ا + قدسیه
1 مشیر + یه
2 خانی + آباد
2 شبکه + گذاری
4 اعجاز + ی
7 آصف
7 عواید
1 لشگر + ی
1 سهل + ی
1 عملی + تری
1 آیتالله + ی
1 فولاد + گران
1 مصدق + ی + راد
2 با + با + ای
1 پار + چین
2 در + شک + ه + ها
1 می + پ + را + کند
1 میت + رسیدند
1 سوار + ش
1 گاری + ها
1 ماشینهای + ش
1 کربن + یک
2 اکسید + های
1 هیدرو + کربن
1 هیدرو + لوژی
1 U + N + D + P
1 میان + مرحلهای
1 سناریو + های
2 تکنیسین + های
2 اندازهگیری + های
1 بن + زن
1 سربدار
4 دیزل
1 چند + حلقوی
2 7 + 700
4 PPM
1 سبک + بنزین + سوز
3 لالی
4 لطف + علی
1 ص + ی + فوری
1 آر + پناهی
1 مت + ورق
5 عاطفه + ها
1 سرانه + ها
2 سید + نژاد
1 گن + وی
1 ملا + سال + می
1 دمی + گز
1 اُ + لی
1 بر + استان
1 ال + ُ + ی
1 دو + را + ه + ک
3 دوبانده
1 آب + دان
2 موسی + ان
1 برومند + ش
1 17 + 900
2 سرویس + دهی
1 21 + 69 + 4
2 وی + زیت
2 نوبت + دهی
1 2 + 28 + 81
1 50 + 7
1 99 + 3
3 نوع + روس
2 نوع + روس + ان
2 فرمان + های
1 پر + خیر + و + برکت
1 هنجن
1 ب + زر + رود
1 کم + توان
3 بر + خوار
1 توان + خواه
1 کار + درمانی
1 گفتار + درمانی
2 مکانی + زاسیون
1 کشک + سرای
1 کف + چه + نوک
1 نوک + پهن
1 ارد + های
1 خو + تکا
1 فین + و + س
1 آبگیر + های
1 غیر + حمایت + شده
2 کوه + رنگ
1 سر + شاخههای
2 بوستان + چی
2 همشهری + انی
2 و + داد + ی
2 شماره + تلفن + هایی
1 صلب + ی
4 آببندان + های
2 گرم + آبی
2 سرد + آبی
1 آببندان + ها
1 ل + نگاه
2 اکبر + آباد
2 کلر + زنی
1 فضیلت + خواه
1 سنجیده + تری
6 قابل + ذکر
2 سفارش + دهندگان
1 حق + ال + تحقیق + های
2 حق + ال + تحقیق
3 غیر + بومی
1 تحقیق + شان
2 حروف + چینی
1 حق + ال + تحقیق + شان
1 نامناسب + تر
5 پاسخگوی + ان
1 اجازه + نامههای
1 بر + نگردد
2 موافقت + های
1 بین + دانشگاهی
2 می + مندی
2 تبیین + ی
2 تاریخچه + ٌ
1 فرضیه + ٌ
1 پرسشنامه + ٌ
1 فنون + ی
1 پهن + ا + نگر
2 ژرف + ا + نگر
1 به + اجمال
2 پیمایش + ی
1 به + صورتی + که
1 تکنگاریها + ی + ی
1 ناامید + شده
1 داستان + گویی
1 غیرقابل + تفسیر
1 حمزه + بیگی
1 آل + پور + ت
1 656 + 79
7 استخراج + شده
3 پرسشنامه + ها
1 نماز + خوان
1 کو + واریانس
2 رگرسیون
2 چند + متغیر + ی
3 گردآوری + شده
1 قابل + ارایه
1 ت + اهل
1 غیر + معنیدار
1 غیر + یکنواخت
1 سازمان + اند
1 عمو + شاهی
19 لار
1 عجب + شیر
1 خر + و + الق
1 افضل + ی + پور
1 ماشین + چی
1 و + اسلاد
2 کتاب + شناسی
1 جلیل + الدین
1 دار + ها + م
1 فرو + مد + ی
5 سمینار + های
1 کریمی + ان + نژاد
1 آرم + ی + تا
1 اسماعیل + ی + نژاد
1 P + H
1 پر + ین + از
1 می + و + گراف
1 مه + نی
1 معرف + ها
1 زکی + ه
1 واحد + یان
1 ت + کل + و + زاده
1 تولیدکننده + ای
5 90 + 7
1 153 + 48
1 64 + 08
1 نفر + ساعت
1 20 + 6000
1 3 + 16 + 74
1 ده + رقمی
3 سرشماری + ها
1 آمار + بگیران
1 G + . + I + . + S
1 هم + نامی
1 آدرس + نویسی
1 به + ا + برگ
1 صرفهجویی + های
3 ط + لیلی
3 وحدت + گرا
2 غیر + حزب
1 مادامالعمر + ی
1 تونس + ی + ها
1 نخستوزیر + ش
1 بول + یحه
2 صد + گان
1 نمایش + دهنده
4 مدلهای + ی
4 ذخیره + سازی
1 آیس + ی + ها
1 ک + . + ال + . + ام
1 حساس + تری
1 فوریه + ٌ
1 آ + گ + ست
2 فضل + اله
1 دستورات + ش
1 ب + محض
2 ب + اصطلاح
1 چند + روز + هٌ
1 بی + شاابه + ٌ
1 ش + و + من
1 ملی + گرا + ای
1 جنون + آمیزش
1 رو + بس + پیر
1 کار + ک + تر + های
1 نقطه + نظر + هاای
1 وطن + پرست
1 دور + و
3 آریا + مهر
1 احساسات + ش
1 پاشنه + بلند
1 سفید + ش
1 سر + پرستار
2 شق + ورق
2 فواره
1 شکل + ک
1 اند + رول
1 پال + این + ده
1 والا + تری
1 کم + دانش + تر
2 قایق + ها
11 یاکوولف
5 پولیتبورو
1 سر + گی + ویچ
3 لیگاچف
1 جادوگر + انه
1 دی + ما
1 ی + ور + اسف
1 آ + فنا + سیف
11 ... + . + .
1 سا + ویت + سکا
1 یار + و + سیا
1 یک + زبان
1 لیبرال + تر
1 کارگزاران + ی
1 هیولا + ای
2 دیگران + ی
1 نایب + سل + ط + نه
2 بی + مورد + ی
1 دیور
1 بی + آستین
2 ملی + له + دوزی
2 دنبال + های
1 کلی + ف
1 آر + پل
1 الماس + هایی
3 یونیفورم
2 شانه + اش
1 پیاده + رو + های
1 پوتین + هایی
1 پادشاه + مان
1 ب + ب + و + سد
4 هی + پی + های
1 خودروهای + شان
1 خیمه + های + شان
1 گدا + یان
1 بازار + مان
1 ن + حیف
1 جین + های
1 سر + به + آسمان + کشیده
1 اسلاف + ش
1 زندان + با + نان
1 لات + های
1 آن + لیس
1 و + ان + را + ی
1 است + لن + بوش
1 تایگر + برگ
1 نیوانگلند + ژورنال + آومدیسن
1 پژوهشها + ای
4 بچهوزغهای
1 بچه + وزغ
1 وزغ + های
1 دست + یافتههای
1 بچه + وزغ + ها
1 گن + اد
2 آزوسپرمی
1 آی + . + سی + . + اس + . + آی
3 اسپرماتوزواید
1 غیر + انسداد + ی
2 جان + ز
2 فوت + و + دا + ی + نام + یک
1 ماکو + لا
1 ور + ته + پور + فین
1 لای + پو + پروتاینها
2 تابان + ده
2 ب + و + ال + هر + ی
1 ژ + ریا + تر + یک
1 را + شیت + یسم
1 کمخونی + های
1 اسکو + لی + و + ز
1 فاصله + دار
17 مسلما
1 بی + درمان
1 دو + است
1 واکسن + ها
1 جو + جن
1 هول + ست
2 سو + ب + را
1 14 + 99
2 8 + 12
3 گر + ک
8 گالوستون
4 ایزراکلاین
1 گردباد + ی
1 ی + تیم + خانه
1 مصیبت + بار + ترین
6 نرمکام
15 ارتعاش
2 ل + بد
3 مخدر + ی
1 ل + این + حل + ی
1 اتخاذ + شده
1 آزموده + اند
3 ال.اس.دی
1 رو + به + رشدی
4 اکستازی
1 ریشهیابی + های
1 سکر + آور
1 به + طور + غالب
1 کراهت + ی
2 معتادان + ی
1 نهال + ستان + ها
2 مهاجر + نشینی + ها
1 روشن + اندیش + ان
1 غیر + سوسیالیست
3 190 + 5
1 Ha + sho + m + er
1 Ha + t + z + a + ir
1 M + a + p + am
1 تاسیس + یافته
1 چپیها + ی
1 مهاجر + نشین + های
8 کیبوتس
1 کیبوتس + های
1 M + er + h + a + v + y + e + h
1 Ki + n + ne + re + t
2 کیبوتس + ها
1 کسالت + آوری
1 ارتش + ها
1 ن + میگذرانند
2 اعزام + شده
1 آز + و + رس
